Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,39.38,162.38,168.54,NA,154.85,31.86,22.85,2.70,1.23,0.00,NA,NA,NA,NA,NA,25.33,72.73,0.36,241.11,NA,0.00,55.41,1012.54,NA
2024-01-01 01:00:00,33.93,139.80,185.91,NA,164.39,33.22,24.21,2.82,1.40,0.00,NA,NA,NA,NA,NA,24.96,74.74,0.34,195.54,NA,0.00,55.38,1012.36,NA
2024-01-01 02:00:00,38.15,139.13,203.38,NA,173.68,34.78,23.74,2.83,1.07,0.00,NA,NA,NA,NA,NA,24.54,75.26,0.37,244.94,NA,0.00,55.34,1011.77,NA
2024-01-01 03:00:00,32.42,122.72,206.64,NA,176.26,33.21,24.17,2.69,0.94,0.00,NA,NA,NA,NA,NA,24.33,74.32,0.45,283.39,NA,0.00,55.26,1011.45,NA
2024-01-01 04:00:00,28.52,103.28,196.86,NA,168.32,29.96,23.81,2.48,4.09,0.00,NA,NA,NA,NA,NA,24.28,73.76,0.61,155.05,NA,0.00,55.25,1011.46,NA
2024-01-01 05:00:00,28.76,100.55,185.17,NA,158.56,30.36,23.44,2.22,6.99,0.00,NA,NA,NA,NA,NA,24.02,75.37,0.86,133.72,NA,0.00,55.26,1011.71,NA
2024-01-01 06:00:00,35.44,121.12,170.58,NA,144.88,26.56,20.97,2.07,7.98,0.00,NA,NA,NA,NA,NA,24.17,76.29,1.05,138.67,NA,0.00,55.33,1012.26,NA
2024-01-01 07:00:00,32.66,111.64,171.33,NA,146.47,35.13,22.93,1.89,2.53,0.00,NA,NA,NA,NA,NA,23.91,77.97,0.40,172.91,NA,0.00,55.33,1013.01,NA
2024-01-01 08:00:00,32.43,119.35,160.62,NA,141.20,29.58,21.84,1.92,3.99,0.00,NA,NA,NA,NA,NA,25.64,73.01,0.48,111.93,NA,0.00,55.48,1013.58,NA
2024-01-01 09:00:00,33.56,124.33,157.76,NA,141.30,31.92,23.30,1.88,9.74,0.00,NA,NA,NA,NA,NA,28.23,63.77,0.79,124.62,NA,0.00,55.94,1014.27,NA
2024-01-01 10:00:00,28.69,107.74,135.56,NA,129.16,25.32,22.81,1.64,14.95,0.00,NA,NA,NA,NA,NA,29.57,56.79,1.25,136.09,NA,0.00,56.46,1014.23,NA
2024-01-01 11:00:00,24.54,98.15,120.93,4.41,124.14,31.84,22.86,1.45,20.22,0.00,NA,NA,NA,NA,NA,32.00,51.35,0.72,194.48,NA,0.00,56.86,1013.55,NA
2024-01-01 12:00:00,25.56,99.76,100.83,21.58,122.42,26.64,19.92,1.42,22.84,0.00,NA,NA,NA,NA,NA,33.50,48.30,0.80,206.56,NA,0.00,57.14,1012.47,NA
2024-01-01 13:00:00,27.27,104.38,95.16,32.68,127.84,32.42,20.22,1.44,24.36,0.00,NA,NA,NA,NA,NA,32.85,54.35,0.85,270.30,NA,0.00,57.18,1011.43,NA
2024-01-01 14:00:00,27.96,106.35,77.49,44.36,121.84,27.51,21.02,1.41,32.78,0.00,NA,NA,NA,NA,NA,32.17,56.28,0.76,267.78,NA,0.00,56.83,1010.62,NA
2024-01-01 15:00:00,29.74,106.72,73.53,40.66,114.19,30.71,20.44,1.41,33.16,0.00,NA,NA,NA,NA,NA,32.27,54.98,0.80,261.33,NA,0.00,56.82,1010.13,NA
2024-01-01 16:00:00,29.42,111.74,69.22,39.33,108.56,28.24,19.83,1.37,28.60,0.00,NA,NA,NA,NA,NA,31.32,57.25,0.77,269.28,NA,0.00,56.64,1010.00,NA
2024-01-01 17:00:00,24.66,101.39,61.32,37.25,98.56,25.15,18.63,1.28,22.42,0.00,NA,NA,NA,NA,NA,28.97,65.24,0.74,287.04,NA,0.00,56.06,1010.33,NA
2024-01-01 18:00:00,24.56,98.15,57.54,34.33,91.88,21.60,17.50,1.24,12.15,0.00,NA,NA,NA,NA,NA,27.54,69.35,0.89,298.40,NA,0.00,55.78,1011.12,NA
2024-01-01 19:00:00,27.03,100.38,53.28,35.62,88.90,27.92,19.42,1.32,13.33,0.00,NA,NA,NA,NA,NA,26.83,72.54,0.85,278.60,NA,0.00,55.72,1011.86,NA
2024-01-01 20:00:00,29.79,108.92,65.62,34.92,100.53,26.88,21.16,1.47,9.27,0.00,NA,NA,NA,NA,NA,26.33,74.34,0.69,285.94,NA,0.00,55.56,1012.70,NA
2024-01-01 21:00:00,29.36,113.16,61.72,36.22,97.94,23.29,19.32,1.57,7.75,0.00,NA,NA,NA,NA,NA,25.87,76.41,0.59,217.17,NA,0.00,55.57,1013.14,NA
2024-01-01 22:00:00,32.14,111.71,74.98,24.96,99.95,22.82,18.66,1.70,4.33,0.00,NA,NA,NA,NA,NA,25.39,77.65,0.50,230.44,NA,0.00,55.50,1013.23,NA
