Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,57.06,172.06,103.94,15.28,119.23,2.59,6.38,1.79,8.93,3.18,NA,NA,NA,8.44,105.54,24.40,69.56,0.48,142.56,NA,0.00,NA,NA,NA
2022-01-01 01:00:00,53.40,171.00,103.17,15.36,118.53,2.44,6.59,1.72,13.80,5.52,NA,NA,NA,7.61,23.02,23.98,70.61,0.44,161.16,NA,0.00,NA,NA,NA
2022-01-01 02:00:00,53.63,162.07,99.23,11.04,110.28,3.58,3.81,1.64,30.85,1.32,NA,NA,NA,8.04,21.71,23.99,68.19,0.63,154.14,NA,0.00,NA,NA,NA
2022-01-01 03:00:00,41.63,113.27,93.26,10.66,103.91,4.70,3.46,1.51,39.14,1.44,NA,NA,NA,1.41,9.98,23.90,68.27,0.94,125.03,NA,0.00,NA,NA,NA
2022-01-01 04:00:00,33.84,110.02,89.97,9.99,99.97,5.95,2.91,1.40,33.75,2.56,NA,NA,NA,8.94,36.40,23.44,70.75,1.02,113.66,NA,0.00,NA,NA,NA
2022-01-01 05:00:00,36.84,112.98,86.08,10.64,96.71,6.28,3.12,1.36,30.52,13.02,NA,NA,NA,3.68,26.86,23.06,72.50,0.86,121.73,NA,0.00,NA,NA,NA
2022-01-01 06:00:00,39.56,117.97,83.12,15.55,98.67,5.68,2.55,1.30,23.90,4.76,NA,NA,NA,1.28,34.09,22.87,73.36,0.92,108.60,NA,0.00,NA,NA,NA
2022-01-01 07:00:00,42.40,123.97,84.10,13.54,97.64,6.29,2.48,1.30,21.15,3.85,NA,NA,NA,3.39,13.90,22.82,73.94,0.84,122.58,NA,0.00,NA,NA,NA
2022-01-01 08:00:00,46.56,133.94,81.17,14.32,95.48,6.72,2.04,1.23,28.00,0.33,NA,NA,NA,2.13,12.22,23.63,71.38,1.00,110.80,NA,0.00,NA,NA,NA
2022-01-01 09:00:00,48.56,131.02,78.93,14.70,93.63,7.74,2.09,1.27,31.61,8.41,NA,NA,NA,3.10,12.30,25.40,66.68,0.93,124.89,NA,0.00,NA,NA,NA
2022-01-01 10:00:00,48.32,145.88,76.61,16.43,93.06,7.79,3.36,1.25,42.27,0.00,NA,NA,NA,1.52,6.95,27.64,60.10,0.72,156.04,NA,0.00,NA,NA,NA
2022-01-01 11:00:00,45.42,159.88,69.88,22.79,92.66,7.22,3.82,1.31,57.01,2.04,NA,NA,NA,1.34,39.41,28.89,58.00,0.76,172.12,NA,0.00,NA,NA,NA
2022-01-01 12:00:00,47.33,174.88,62.22,25.31,87.54,8.76,6.94,1.28,78.48,2.02,NA,NA,NA,5.97,18.82,31.48,51.74,0.79,169.03,NA,0.00,NA,NA,NA
2022-01-01 13:00:00,42.70,148.15,54.94,28.16,83.10,10.66,8.43,1.25,93.92,2.06,NA,NA,NA,5.68,14.73,32.54,48.35,0.77,224.17,NA,0.00,NA,NA,NA
2022-01-01 14:00:00,36.11,133.08,45.79,37.00,82.79,9.96,4.78,1.24,82.84,7.36,NA,NA,NA,0.77,5.92,32.39,49.37,0.73,259.20,NA,0.00,NA,NA,NA
2022-01-01 15:00:00,42.93,144.90,51.15,49.54,100.69,7.56,5.39,1.37,40.03,3.47,NA,NA,NA,1.32,25.07,32.40,49.39,0.75,259.61,NA,0.00,NA,NA,NA
2022-01-01 16:00:00,49.63,143.01,72.15,47.97,120.15,3.42,6.51,1.52,10.14,1.52,NA,NA,NA,5.31,13.53,31.04,49.70,0.66,255.54,NA,0.00,NA,NA,NA
