Timestamp,Predicted_PM2.5,Predicted_PM10,Predicted_SO2,Predicted_CO,Predicted_Ozone,Predicted_AT
01-01-2029,20.07521399,59.69758103,8.359833315,0.262838233,10.67888675,27.05349369
02-01-2029,20.0796179,59.66567358,8.35964258,0.262822848,10.6789277,27.05233655
03-01-2029,20.08810568,59.67792679,8.359674932,0.262838155,10.6789622,27.0540512
04-01-2029,20.08474147,59.68319086,8.359762483,0.262822848,10.67910241,27.05467062
05-01-2029,20.07414913,59.68497005,8.359674932,0.262822848,10.67910241,27.05567041
06-01-2029,20.07899432,59.66727934,8.35944712,0.262817514,10.67885298,27.05669805
07-01-2029,20.07092257,59.67010808,8.359239077,0.262807696,10.67899473,27.0557999
08-01-2029,20.06505746,59.63424941,8.35985936,0.26282296,10.67897616,27.05542936
09-01-2029,20.07521399,59.66391113,8.359674932,0.26281878,10.67906469,27.05669805
10-01-2029,20.07594788,59.67855715,8.359674932,0.262822001,10.67903587,27.05669805
11-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
12-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
13-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
14-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
15-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
16-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
17-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
18-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
19-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
20-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
21-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
22-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
23-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
24-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
25-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
26-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
27-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
28-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
29-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
30-01-2029,20.07591319,59.66609268,8.359674932,0.262822848,10.6789717,27.05557478
