Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,90.77,342.71,220.86,54.40,275.24,18.15,8.57,2.20,3.54,16.49,NA,NA,NA,36.75,64.51,23.10,77.82,0.88,158.60,NA,0.00,NA,NA,NA
2022-01-01 01:00:00,90.23,349.20,174.68,42.15,216.83,19.22,8.11,1.66,3.80,16.71,NA,NA,NA,36.06,64.14,22.46,79.19,0.73,143.24,NA,0.00,NA,NA,NA
2022-01-01 02:00:00,82.57,288.40,108.42,50.86,159.28,20.48,6.88,1.05,4.85,16.83,NA,NA,NA,35.06,64.05,22.20,78.21,0.65,164.10,NA,0.00,NA,NA,NA
2022-01-01 03:00:00,52.91,169.90,35.50,49.75,85.24,19.80,3.38,0.48,6.12,15.70,NA,NA,NA,34.24,61.47,22.70,73.42,0.71,177.45,NA,0.00,NA,NA,NA
2022-01-01 04:00:00,33.90,106.80,25.19,39.89,65.09,20.30,2.74,0.42,7.86,14.14,NA,NA,NA,32.07,59.82,22.57,74.09,0.87,190.70,NA,0.00,NA,NA,NA
2022-01-01 05:00:00,32.56,102.40,38.32,46.58,84.90,20.76,3.05,0.55,3.31,12.98,NA,NA,NA,30.13,57.62,21.78,77.66,0.92,162.76,NA,0.00,NA,NA,NA
2022-01-01 06:00:00,34.00,127.65,60.49,49.23,109.71,21.13,3.43,0.68,2.79,11.97,NA,NA,NA,29.18,56.40,21.43,79.99,1.12,132.42,NA,0.00,NA,NA,NA
2022-01-01 07:00:00,36.07,127.00,70.50,49.13,119.61,20.99,3.26,0.80,2.67,11.66,NA,NA,NA,27.87,56.64,21.31,81.53,0.89,134.13,NA,0.00,27.01,NA,NA
2022-01-01 08:00:00,42.65,145.70,61.10,54.06,115.15,23.15,3.16,0.68,4.54,11.31,NA,NA,NA,27.94,56.11,22.58,78.17,1.63,125.72,NA,0.00,82.40,NA,NA
2022-01-01 09:00:00,42.87,147.30,29.07,43.28,72.34,24.82,2.62,0.55,10.98,10.86,NA,NA,NA,26.73,50.33,24.24,72.36,1.70,125.99,NA,0.00,185.52,NA,NA
2022-01-01 10:00:00,41.60,133.40,23.12,37.42,60.54,25.71,5.52,0.55,12.46,10.61,NA,NA,NA,22.60,45.14,27.31,63.30,1.51,128.38,NA,0.00,425.96,NA,NA
2022-01-01 11:00:00,44.52,136.95,16.21,34.57,50.79,26.47,7.18,0.43,26.02,10.23,NA,NA,NA,19.51,43.40,28.86,58.22,1.68,179.10,NA,0.00,519.79,NA,NA
2022-01-01 12:00:00,43.97,132.05,13.40,35.25,48.64,30.10,7.69,0.37,35.85,9.51,NA,NA,NA,17.98,41.91,30.71,53.01,1.80,221.15,NA,0.00,606.46,NA,NA
2022-01-01 13:00:00,37.83,115.70,10.96,30.63,41.58,35.56,8.87,0.33,50.90,8.53,NA,NA,NA,15.61,37.61,32.14,48.99,2.13,269.09,NA,0.00,539.88,NA,NA
2022-01-01 14:00:00,35.07,106.00,10.64,35.55,46.19,38.70,11.47,0.37,86.97,8.09,NA,NA,NA,15.18,38.90,31.57,48.56,3.93,285.84,NA,0.00,461.34,NA,NA
2022-01-01 15:00:00,41.65,122.94,10.20,48.28,58.47,42.26,6.29,0.42,98.02,7.96,NA,NA,NA,14.96,36.33,30.24,53.96,3.61,300.13,NA,0.00,346.92,NA,NA
2022-01-01 16:00:00,40.80,116.65,11.10,44.17,55.26,40.16,3.80,0.34,65.62,7.09,NA,NA,NA,14.82,36.02,29.83,54.24,2.71,291.65,NA,0.00,203.94,NA,NA
2022-01-01 17:00:00,38.60,103.95,12.86,64.86,77.73,37.82,2.69,0.46,38.04,6.54,NA,NA,NA,15.20,35.90,28.95,56.02,2.29,308.35,NA,0.00,53.92,NA,NA
2022-01-01 18:00:00,40.48,107.95,20.00,98.05,118.06,35.49,2.21,0.66,11.36,6.40,NA,NA,NA,17.23,38.61,27.54,60.68,1.72,305.75,NA,0.00,0.29,NA,NA
2022-01-01 19:00:00,43.10,130.18,28.03,104.22,132.25,36.80,2.26,0.84,6.78,7.04,NA,NA,NA,20.90,43.94,26.81,66.46,1.48,306.18,NA,0.00,NA,NA,NA
2022-01-01 20:00:00,42.90,139.60,24.62,101.46,126.07,33.31,2.09,0.89,8.19,8.58,NA,NA,NA,22.67,47.63,26.27,65.40,1.12,274.28,NA,0.00,NA,NA,NA
2022-01-01 21:00:00,46.23,151.00,45.92,107.32,153.27,29.86,1.64,1.30,2.82,9.57,NA,NA,NA,23.23,49.32,24.58,72.14,0.56,255.01,NA,0.00,NA,NA,NA
2022-01-01 22:00:00,55.62,181.60,235.63,77.87,250.74,24.59,6.14,2.18,3.46,10.13,NA,NA,NA,24.20,52.51,24.04,75.36,0.37,202.49,NA,0.00,NA,NA,NA
2022-01-01 23:00:00,70.43,264.60,379.42,63.36,420.41,22.36,11.96,2.92,5.82,11.25,NA,NA,NA,26.01,55.91,23.42,80.08,0.40,234.91,NA,0.00,NA,NA,NA
2022-01-02 00:00:00,79.97,294.94,223.70,70.75,294.46,24.86,8.02,1.98,3.55,12.96,NA,NA,NA,27.89,57.43,23.65,79.82,0.70,183.92,NA,0.00,NA,NA,NA
2022-01-02 01:00:00,66.08,217.25,113.58,67.72,181.29,27.74,4.97,1.20,3.38,13.58,NA,NA,NA,29.98,59.46,23.24,79.64,0.54,216.13,NA,0.00,NA,NA,NA
2022-01-02 02:00:00,52.96,167.42,71.99,63.48,135.48,27.28,3.91,0.90,3.13,13.54,NA,NA,NA,29.87,58.11,23.06,79.60,0.65,192.28,NA,0.00,NA,NA,NA
2022-01-02 03:00:00,46.83,162.60,43.83,60.04,103.86,27.22,3.01,0.67,4.26,12.98,NA,NA,NA,29.75,57.16,22.84,79.84,0.49,198.53,NA,0.00,NA,NA,NA
2022-01-02 04:00:00,42.00,137.50,32.92,53.92,86.83,26.70,2.96,0.51,7.36,12.26,NA,NA,NA,30.12,59.70,22.99,77.78,0.60,191.14,NA,0.00,NA,NA,NA
2022-01-02 05:00:00,42.00,121.95,38.78,56.05,94.83,28.05,2.85,0.67,4.08,11.78,NA,NA,NA,29.05,58.70,22.69,78.82,0.89,155.94,NA,0.00,NA,NA,NA
2022-01-02 06:00:00,43.03,144.65,45.48,58.02,103.49,26.05,2.84,0.65,4.74,11.13,NA,NA,NA,28.92,58.25,22.72,78.05,0.96,150.80,NA,0.00,NA,NA,NA
2022-01-02 07:00:00,44.00,141.35,34.13,57.21,91.34,25.76,2.87,0.64,5.56,10.52,NA,NA,NA,27.88,59.48,22.76,77.51,0.98,157.16,NA,0.00,12.70,NA,NA
2022-01-02 08:00:00,44.00,143.40,31.81,54.29,86.11,26.16,2.86,0.66,8.48,10.49,NA,NA,NA,27.38,56.72,24.11,74.14,1.12,150.54,NA,0.00,95.83,NA,NA
2022-01-02 09:00:00,44.52,139.75,27.40,46.06,73.45,27.36,4.51,0.57,11.93,10.75,NA,NA,NA,25.54,54.52,26.04,68.75,1.48,131.15,NA,0.00,212.40,NA,NA
2022-01-02 10:00:00,43.44,135.60,20.41,36.28,56.69,27.70,8.35,0.50,19.67,10.24,NA,NA,NA,22.39,48.41,27.93,63.06,1.87,115.27,NA,0.00,405.61,NA,NA
