Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,110.40,272.68,196.97,99.26,296.22,16.47,12.41,2.39,11.61,20.37,NA,NA,NA,25.69,64.57,19.15,73.26,0.42,228.60,NA,0.00,NA,NA,NA
2020-01-01 01:00:00,165.94,369.50,238.39,95.90,334.28,16.94,14.04,2.54,13.42,23.50,NA,NA,NA,31.92,67.37,18.71,75.69,0.42,280.85,NA,0.00,NA,NA,NA
2020-01-01 02:00:00,170.69,380.88,368.40,87.40,352.66,12.54,18.48,3.21,16.04,28.23,NA,NA,NA,34.03,69.49,18.38,79.21,0.44,167.89,NA,0.00,NA,NA,NA
2020-01-01 03:00:00,180.05,414.63,263.81,84.62,284.01,19.45,16.01,2.25,17.67,29.31,NA,NA,NA,35.89,72.26,18.68,78.40,0.75,165.00,NA,0.00,NA,NA,NA
2020-01-01 04:00:00,155.41,328.71,177.34,77.82,255.17,16.64,12.74,1.78,18.94,23.52,NA,NA,NA,31.14,58.96,17.73,79.46,0.40,211.12,NA,0.00,NA,NA,NA
2020-01-01 05:00:00,133.81,293.25,225.01,86.80,311.62,20.73,14.32,2.32,20.57,22.37,NA,NA,NA,29.00,54.67,17.44,81.07,0.60,166.74,NA,0.00,NA,NA,NA
2020-01-01 06:00:00,135.66,291.75,166.48,72.19,238.69,17.22,12.47,2.25,21.29,18.20,NA,NA,NA,26.99,48.15,17.16,83.48,0.53,150.28,NA,0.00,NA,NA,NA
2020-01-01 07:00:00,135.08,306.88,180.08,89.33,269.39,17.69,12.80,1.74,22.36,18.77,NA,NA,NA,25.35,47.27,18.10,80.81,0.56,135.86,NA,0.00,13.47,NA,NA
2020-01-01 08:00:00,132.26,295.88,107.25,100.53,207.74,23.41,11.93,1.23,25.12,19.42,NA,NA,NA,25.93,40.79,20.38,75.90,0.82,132.94,NA,0.00,110.93,NA,NA
2020-01-01 09:00:00,132.00,280.00,43.00,103.20,146.21,22.90,14.16,1.01,29.37,17.29,NA,NA,NA,21.67,33.66,22.54,65.61,1.82,117.96,NA,0.00,203.89,NA,NA
2020-01-01 10:00:00,124.69,271.86,20.36,89.67,110.02,20.24,22.57,0.78,43.93,17.07,NA,NA,NA,20.75,32.34,24.77,58.83,1.47,132.81,NA,0.00,404.98,NA,NA
2020-01-01 11:00:00,108.46,212.00,6.30,57.60,63.91,18.65,26.56,0.60,81.90,15.65,NA,NA,NA,16.98,22.45,26.13,53.01,1.77,266.01,NA,0.00,494.24,NA,NA
2020-01-01 12:00:00,94.20,192.75,4.52,63.06,67.57,19.59,28.58,0.57,90.01,14.12,NA,NA,NA,16.70,18.72,26.99,49.75,2.30,261.32,NA,0.00,593.93,NA,NA
2020-01-01 13:00:00,84.78,177.71,2.52,42.14,44.66,21.22,25.93,0.39,99.79,11.75,NA,NA,NA,12.87,17.62,27.51,46.29,2.80,296.56,NA,0.00,612.23,NA,NA
2020-01-01 14:00:00,60.24,125.25,1.30,31.82,33.12,22.81,23.92,0.33,100.66,10.56,NA,NA,NA,13.57,15.86,27.37,47.15,3.04,301.87,NA,0.00,544.09,NA,NA
2020-01-01 15:00:00,59.83,113.62,0.76,34.86,35.61,24.63,22.31,0.39,119.89,9.70,NA,NA,NA,10.87,11.84,26.75,52.41,2.86,296.57,NA,0.00,383.52,NA,NA
2020-01-01 16:00:00,68.22,140.12,0.46,38.33,38.80,25.92,19.81,0.43,127.74,9.29,NA,NA,NA,12.92,26.18,25.80,57.98,2.82,305.24,NA,0.00,194.44,NA,NA
