Timestamp,Predicted_PM2.5,Predicted_PM10,Predicted_SO2,Predicted_CO,Predicted_Ozone,Predicted_AT
2027-01-01,55.803658,146.65091,7.26916,0.429398,10.647868,15.596383
2027-01-02,55.86439,145.78915,7.265053,0.42839482,10.647329,15.655529
2027-01-03,55.928387,144.95233,7.2610025,0.42739487,10.646774,15.715106
2027-01-04,55.99548,144.14171,7.257007,0.4263981,10.646202,15.7751045
2027-01-05,56.065464,143.35844,7.253067,0.42540452,10.645614,15.8355255
2027-01-06,56.138214,142.60358,7.2491813,0.42441425,10.645007,15.896363
2027-01-07,56.21351,141.87814,7.245349,0.42342713,10.644384,15.957619
2027-01-08,56.29124,141.18285,7.24157,0.42244327,10.643746,16.019281
2027-01-09,56.371254,140.51851,7.237843,0.42146268,10.643092,16.081352
2027-01-10,56.453403,139.88571,7.2341676,0.42048535,10.642421,16.143824
2027-01-11,56.53758,139.28488,7.2305427,0.4195113,10.641736,16.206692
2027-01-12,56.62363,138.71634,7.226969,0.41854048,10.641034,16.269953
2027-01-13,56.71149,138.1803,7.223444,0.41757295,10.640319,16.3336
2027-01-14,56.801025,137.6768,7.2199683,0.4166087,10.639587,16.397625
2027-01-15,56.89214,137.20575,7.216541,0.4156477,10.638843,16.462027
2027-01-16,56.984756,136.76701,7.2131605,0.41469005,10.6380825,16.526796
2027-01-17,57.078793,136.36018,7.209827,0.4137356,10.637309,16.591925
2027-01-18,57.174156,135.98488,7.2065396,0.4127845,10.636521,16.657412
2027-01-19,57.270805,135.6405,7.2032976,0.41183668,10.63572,16.723246
2027-01-20,57.368652,135.32645,7.2001004,0.41089213,10.634905,16.789423
2027-01-21,57.467648,135.04195,7.196947,0.40995082,10.634077,16.855932
2027-01-22,57.567745,134.78616,7.1938376,0.40901285,10.633237,16.922768
2027-01-23,57.668884,134.55821,7.190771,0.40807816,10.632383,16.98992
2027-01-24,57.771034,134.35715,7.1877465,0.40714672,10.631517,17.057384
2027-01-25,57.87414,134.18192,7.1847634,0.4062186,10.63064,17.12515
2027-01-26,57.978188,134.03146,7.1818213,0.4052937,10.629749,17.193213
