Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2022-01-01 00:00:00,136.06,NA,70.61,3.58,74.19,4.40,NA,NA,NA,1.25,NA,NA,NA,12.62,17.48,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 01:00:00,146.15,NA,71.21,5.19,76.41,6.50,NA,NA,NA,0.29,NA,NA,NA,1.29,26.15,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 02:00:00,163.83,NA,65.07,8.20,73.27,6.26,NA,NA,NA,0.00,NA,NA,NA,3.50,2.44,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 03:00:00,132.67,NA,32.56,10.42,42.97,3.88,NA,NA,NA,1.08,NA,NA,NA,NA,25.88,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 04:00:00,73.98,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 05:00:00,71.03,NA,26.20,8.66,34.86,6.39,NA,NA,NA,0.16,NA,NA,NA,15.62,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 06:00:00,75.01,NA,19.93,12.41,32.34,4.71,NA,NA,NA,0.00,NA,NA,NA,4.89,4.25,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 07:00:00,77.00,NA,15.20,11.34,26.56,5.34,NA,NA,NA,0.97,NA,NA,NA,2.92,2.48,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 08:00:00,76.07,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,2.77,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 09:00:00,84.01,NA,19.45,11.59,31.04,4.70,NA,NA,NA,0.00,NA,NA,NA,2.52,6.38,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 10:00:00,86.02,NA,18.17,13.11,31.27,5.90,NA,NA,NA,0.00,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 11:00:00,88.95,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA,3.32,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 12:00:00,82.88,NA,13.07,14.22,27.29,5.12,NA,NA,NA,0.48,NA,NA,NA,6.23,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 13:00:00,69.10,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA,NA,6.26,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 14:00:00,87.99,NA,10.05,17.22,27.28,10.09,NA,NA,NA,0.00,NA,NA,NA,NA,5.11,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 15:00:00,85.89,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA,10.30,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 16:00:00,72.97,NA,5.81,12.09,17.89,7.59,NA,NA,NA,0.73,NA,NA,NA,2.32,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 17:00:00,67.97,NA,6.81,10.16,16.98,7.43,NA,NA,NA,0.00,NA,NA,NA,NA,1.83,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 18:00:00,65.03,NA,7.63,9.25,16.87,5.20,NA,NA,NA,0.18,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 19:00:00,71.07,NA,6.91,15.71,22.62,6.45,NA,NA,NA,0.00,NA,NA,NA,11.94,NA,25.11,75.68,0.84,258.30,NA,0.00,NA,NA,NA
2022-01-01 20:00:00,82.94,NA,10.14,14.64,24.78,6.64,NA,NA,NA,0.00,NA,NA,NA,8.28,25.78,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 21:00:00,72.07,NA,7.80,11.94,19.73,4.06,NA,NA,NA,0.00,NA,NA,NA,22.08,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 22:00:00,83.98,NA,4.03,18.32,22.34,5.02,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-01 23:00:00,82.22,NA,7.88,16.98,24.84,6.14,NA,NA,NA,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-02 00:00:00,121.88,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA,NA,11.34,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2022-01-02 01:00:00,107.05,NA,45.87,6.70,52.58,5.53,NA,NA,NA,0.00,NA,NA,NA,1.30,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
