Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-01-01 00:00:00,49.04,NA,10.36,14.50,24.86,2.07,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2024-01-01 01:00:00,70.99,NA,10.32,14.45,24.77,2.06,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,23.21,80.29,0.72,173.99,NA,0.00,NA,1011.84,NA
2024-01-01 02:00:00,67.24,NA,10.49,14.68,25.17,2.09,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.90,82.60,0.50,156.06,NA,0.00,NA,1011.40,NA
2024-01-01 03:00:00,75.29,NA,10.66,14.93,25.60,2.13,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.57,82.64,0.45,149.21,NA,0.00,NA,1011.06,NA
2024-01-01 04:00:00,74.42,NA,10.89,15.25,26.14,2.17,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.05,82.73,0.38,120.81,NA,0.00,NA,1011.02,NA
2024-01-01 05:00:00,61.05,170.10,11.22,15.71,26.93,2.24,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.00,82.48,0.50,156.95,NA,0.00,NA,1011.26,NA
2024-01-01 06:00:00,53.80,155.40,11.50,16.10,27.60,2.30,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.55,79.92,0.55,144.67,NA,0.00,NA,1011.82,NA
2024-01-01 07:00:00,50.70,143.15,11.58,16.22,27.80,2.32,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.34,81.57,0.49,129.12,NA,0.00,2.17,1012.43,NA
2024-01-01 08:00:00,55.41,157.50,11.57,16.19,27.74,2.31,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,23.44,80.97,0.52,167.87,NA,0.00,44.52,1013.05,NA
2024-01-01 09:00:00,58.50,164.50,11.66,16.32,27.98,2.33,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,26.78,68.05,0.58,138.16,NA,0.00,150.06,1013.85,NA
2024-01-01 10:00:00,54.42,155.75,11.72,16.41,28.13,2.34,8.63,NA,NA,0.47,NA,NA,NA,4.11,3.57,29.08,62.08,0.84,203.47,NA,0.00,249.28,1013.96,NA
2024-01-01 11:00:00,60.16,158.55,11.66,16.33,27.98,2.33,8.42,NA,NA,0.47,NA,NA,NA,4.11,3.57,29.20,62.45,0.86,204.31,NA,0.00,318.78,1013.42,NA
2024-01-01 12:00:00,55.88,161.70,11.65,16.31,27.96,2.33,8.34,NA,NA,0.47,NA,NA,NA,4.11,3.57,29.06,65.59,1.16,229.04,NA,0.00,353.30,1012.47,NA
2024-01-01 13:00:00,54.68,NA,11.64,16.29,27.92,2.33,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,28.99,66.85,1.33,223.70,NA,0.00,101.75,1010.98,NA
2024-01-01 14:00:00,49.59,NA,11.54,16.16,27.71,2.31,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,29.12,66.70,0.97,239.72,NA,0.00,88.77,1010.42,NA
2024-01-01 15:00:00,45.26,NA,11.59,16.23,27.82,2.32,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,28.28,70.66,1.02,253.21,NA,0.00,64.70,1009.92,NA
2024-01-01 16:00:00,49.19,NA,11.46,16.05,27.52,2.29,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,27.62,73.90,0.88,228.29,NA,0.00,37.02,1009.82,NA
2024-01-01 17:00:00,42.19,NA,11.38,15.93,27.30,2.28,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,26.84,76.94,1.02,187.53,NA,0.00,7.66,1010.20,NA
2024-01-01 18:00:00,44.44,112.70,11.23,15.72,26.95,2.24,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,25.86,82.76,1.52,191.07,NA,0.00,NA,1010.81,NA
2024-01-01 19:00:00,49.81,144.54,11.00,15.40,26.40,2.20,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,25.13,85.97,1.25,206.65,NA,0.00,NA,1011.68,NA
2024-01-01 20:00:00,54.16,158.74,10.98,15.38,26.37,2.20,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,24.86,86.24,1.44,245.42,NA,0.00,NA,1012.53,NA
2024-01-01 21:00:00,47.06,120.14,11.03,15.44,26.47,2.21,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,24.88,79.93,1.47,240.04,NA,0.00,NA,1012.84,NA
2024-01-01 22:00:00,50.58,131.47,10.82,15.14,25.94,2.16,7.99,NA,NA,0.47,NA,NA,NA,4.11,3.57,24.48,78.13,0.74,228.44,NA,0.00,NA,1012.86,NA
2024-01-01 23:00:00,52.36,132.99,10.81,15.13,25.94,2.16,8.05,NA,NA,0.47,NA,NA,NA,4.11,3.57,23.66,80.55,0.57,204.14,NA,0.00,NA,1012.46,NA
2024-01-02 00:00:00,45.61,136.44,10.62,14.86,25.48,2.12,8.04,NA,NA,0.47,NA,NA,NA,4.11,3.57,23.62,81.09,0.50,183.38,NA,0.00,NA,1011.82,NA
2024-01-02 01:00:00,50.43,NA,10.74,15.04,25.78,2.14,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2024-01-02 02:00:00,50.48,NA,10.62,14.88,25.50,2.12,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,23.55,79.97,0.48,156.76,NA,0.00,NA,1011.17,NA
2024-01-02 03:00:00,47.27,NA,10.61,14.86,25.48,2.12,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.96,80.74,0.50,175.40,NA,0.00,NA,1010.87,NA
2024-01-02 04:00:00,48.16,NA,10.58,14.82,25.40,2.12,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.87,79.45,0.51,132.16,NA,0.00,NA,1010.74,NA
2024-01-02 05:00:00,49.55,NA,10.62,14.86,25.48,2.12,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,21.84,83.30,0.41,154.68,NA,0.00,NA,1010.92,NA
2024-01-02 06:00:00,52.83,151.20,10.42,14.58,25.00,2.08,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,21.56,86.85,0.38,128.72,NA,0.00,NA,1011.46,NA
2024-01-02 07:00:00,58.21,159.25,10.58,14.80,25.38,2.12,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,21.42,88.38,0.34,148.05,NA,0.00,1.29,1011.83,NA
2024-01-02 08:00:00,66.31,184.45,10.56,14.78,25.34,2.11,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.82,85.14,0.36,158.85,NA,0.00,41.90,1012.34,NA
2024-01-02 09:00:00,62.19,180.95,10.72,15.00,25.72,2.14,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,25.28,72.06,0.96,109.24,NA,0.00,139.52,1013.02,NA
2024-01-02 10:00:00,61.60,161.70,10.72,15.01,25.73,2.14,8.93,NA,NA,0.47,NA,NA,NA,4.11,3.57,27.07,68.52,1.14,172.36,NA,0.00,225.80,1012.96,NA
2024-01-02 11:00:00,80.38,173.95,10.67,14.94,25.61,2.13,8.64,NA,NA,0.47,NA,NA,NA,4.11,3.57,27.55,71.18,0.94,236.08,NA,0.00,281.54,1012.55,NA
2024-01-02 12:00:00,81.98,168.70,10.70,14.97,25.67,2.14,8.60,NA,NA,0.47,NA,NA,NA,4.11,3.57,27.94,69.26,1.03,242.92,NA,0.00,305.23,1011.53,NA
2024-01-02 13:00:00,64.37,NA,10.56,14.79,25.36,2.12,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,27.78,70.32,1.04,228.60,NA,0.00,121.36,1010.26,NA
2024-01-02 14:00:00,56.66,NA,10.74,15.04,25.78,2.14,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,28.04,70.32,1.14,222.17,NA,0.00,93.52,1009.62,NA
2024-01-02 15:00:00,72.28,118.30,10.15,14.22,24.38,2.03,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,27.09,76.10,1.78,190.62,NA,0.00,72.92,1009.26,NA
2024-01-02 16:00:00,59.17,132.06,10.34,14.48,24.82,2.06,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,25.94,81.74,2.34,175.01,NA,0.00,42.83,1009.22,NA
2024-01-02 17:00:00,49.26,133.68,10.48,14.66,25.14,2.09,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,25.46,83.42,1.92,223.26,NA,0.00,9.74,1009.64,NA
2024-01-02 18:00:00,58.94,125.44,10.46,14.65,25.12,2.09,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,24.95,83.88,1.47,190.06,NA,0.00,NA,1010.33,NA
2024-01-02 19:00:00,49.56,116.35,10.36,14.52,24.88,2.07,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,24.75,80.25,1.34,233.30,NA,0.00,NA,1011.28,NA
2024-01-02 20:00:00,37.03,98.90,10.36,14.50,24.85,2.07,7.88,NA,NA,0.47,NA,NA,NA,4.11,3.57,24.40,79.20,1.14,198.21,NA,0.00,NA,1012.04,NA
2024-01-02 21:00:00,30.06,93.88,10.23,14.32,24.56,2.05,7.82,NA,NA,0.47,NA,NA,NA,4.11,3.57,23.98,78.78,1.22,224.24,NA,0.00,NA,1012.42,NA
2024-01-02 22:00:00,27.52,NA,10.22,14.30,24.51,2.04,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2024-01-02 23:00:00,28.55,NA,10.12,14.17,24.30,2.02,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.73,68.88,0.58,188.50,NA,0.00,NA,1012.22,NA
2024-01-03 00:00:00,29.33,NA,10.13,14.18,24.31,2.03,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.55,66.68,0.46,194.70,NA,0.00,NA,1011.78,NA
2024-01-03 01:00:00,30.02,NA,10.18,14.24,24.41,2.04,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.38,71.99,0.44,177.52,NA,0.00,NA,1011.46,NA
2024-01-03 02:00:00,29.48,NA,10.04,14.06,24.10,2.00,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.28,71.24,0.39,146.64,NA,0.00,NA,1011.04,NA
2024-01-03 03:00:00,28.14,NA,10.02,14.02,24.04,2.00,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,22.09,73.28,0.46,105.16,NA,0.00,NA,1010.55,NA
2024-01-03 04:00:00,29.88,77.00,9.84,13.78,23.61,1.96,NA,NA,NA,0.47,NA,NA,NA,4.11,3.57,21.90,72.37,0.49,101.70,NA,0.00,NA,1010.32,NA
