Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-01-01 00:00:00,153.00,211.08,7.73,32.04,39.78,20.08,18.15,0.89,0.89,0.70,NA,NA,NA,20.14,45.19,23.60,86.73,0.68,251.08,NA,0.00,NA,NA,NA
2021-01-01 01:00:00,NA,231.00,7.94,28.82,36.75,19.49,18.17,0.88,1.24,0.93,NA,NA,NA,30.53,27.79,23.48,87.16,0.46,219.19,NA,0.00,NA,NA,NA
2021-01-01 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,NA,NA,NA
2021-01-01 10:00:00,195.70,272.00,39.56,42.68,82.24,17.81,39.04,0.97,0.80,1.24,NA,NA,NA,12.36,20.41,28.84,59.57,1.17,144.70,NA,0.00,261.51,NA,NA
2021-01-01 11:00:00,153.21,194.00,25.77,32.03,57.80,20.92,38.13,0.87,0.80,1.29,NA,NA,NA,4.88,20.27,30.49,54.83,1.16,156.13,NA,0.00,382.96,NA,NA
2021-01-01 12:00:00,131.22,237.12,21.72,39.75,61.48,24.91,36.56,0.92,0.87,2.81,NA,NA,NA,12.04,11.76,31.67,53.07,1.10,178.76,NA,0.00,400.16,NA,NA
2021-01-01 13:00:00,123.94,205.37,16.13,68.10,84.23,26.91,33.07,0.98,0.86,1.21,NA,NA,NA,4.96,29.14,30.94,58.31,1.66,226.57,NA,0.00,205.73,NA,NA
2021-01-01 14:00:00,146.32,200.46,6.13,58.76,64.90,27.04,31.81,0.90,0.99,0.33,NA,NA,NA,19.88,15.42,29.71,60.93,1.95,235.34,NA,0.00,195.41,NA,NA
2021-01-01 15:00:00,137.55,184.53,4.51,52.00,56.51,28.24,28.79,0.84,0.82,1.11,NA,NA,NA,19.09,20.22,28.81,66.95,1.08,236.14,NA,0.00,108.04,NA,NA
2021-01-01 16:00:00,131.40,165.10,5.41,48.09,53.50,27.80,26.84,0.85,0.90,0.00,NA,NA,NA,11.43,11.72,28.05,73.33,0.68,250.07,NA,0.00,69.64,NA,NA
2021-01-01 17:00:00,124.62,168.70,5.74,44.68,50.42,27.77,25.98,0.90,0.89,0.00,NA,NA,NA,17.93,39.75,27.28,78.28,0.70,225.08,NA,0.00,15.49,NA,NA
2021-01-01 18:00:00,133.88,181.77,5.57,38.53,44.10,27.36,25.36,0.90,0.99,0.34,NA,NA,NA,1.81,27.92,25.78,84.76,1.64,182.00,NA,0.00,NA,NA,NA
2021-01-01 19:00:00,156.55,197.36,5.84,39.65,45.50,26.14,24.12,0.92,0.82,2.90,NA,NA,NA,5.06,41.32,25.16,84.34,1.40,245.77,NA,0.00,NA,NA,NA
2021-01-01 20:00:00,151.75,204.09,7.59,50.31,57.89,24.94,22.83,0.96,0.70,0.15,NA,NA,NA,6.79,48.66,25.18,81.80,1.08,243.80,NA,0.00,NA,NA,NA
2021-01-01 21:00:00,161.70,209.62,9.39,55.51,64.89,24.18,22.33,1.10,0.66,0.00,NA,NA,NA,3.29,28.31,25.05,80.70,0.76,200.08,NA,0.00,NA,NA,NA
2021-01-01 22:00:00,169.70,217.92,12.38,50.67,63.06,23.91,22.46,1.12,0.64,3.14,NA,NA,NA,18.04,18.72,24.53,83.42,0.41,192.87,NA,0.00,NA,NA,NA
2021-01-01 23:00:00,165.40,224.62,21.77,36.52,58.30,23.27,22.53,1.02,0.77,3.70,NA,NA,NA,5.12,22.32,24.43,86.48,0.52,201.58,NA,0.00,NA,NA,NA
2021-01-02 00:00:00,158.00,199.07,9.48,20.79,30.26,22.62,21.03,0.81,0.92,4.36,NA,NA,NA,14.55,3.91,24.36,87.22,0.62,204.16,NA,0.00,NA,NA,NA
2021-01-02 01:00:00,NA,191.00,9.14,20.62,29.75,22.17,20.55,0.82,0.89,3.42,NA,NA,NA,15.22,8.48,24.31,86.52,0.78,215.56,NA,0.00,NA,NA,NA
2021-01-02 02:00:00,159.07,201.73,8.48,18.34,26.83,21.48,20.48,0.80,0.74,6.64,NA,NA,NA,27.94,30.52,24.15,86.51,1.04,251.10,NA,0.00,NA,NA,NA
2021-01-02 03:00:00,158.63,200.38,7.84,16.09,23.93,21.03,19.76,0.73,0.86,2.55,NA,NA,NA,9.26,36.87,23.90,86.82,0.78,232.69,NA,0.00,NA,NA,NA
2021-01-02 04:00:00,139.80,177.46,7.95,17.39,25.34,20.54,18.58,0.68,0.89,2.40,NA,NA,NA,14.11,12.68,23.69,87.42,0.83,199.42,NA,0.00,NA,NA,NA
2021-01-02 05:00:00,125.15,161.77,8.15,18.69,26.84,19.88,19.07,0.68,0.81,0.27,NA,NA,NA,4.15,29.42,23.55,87.24,0.82,178.50,NA,0.00,NA,NA,NA
2021-01-02 06:00:00,128.05,160.54,10.19,23.53,33.72,19.22,19.10,0.75,0.72,3.22,NA,NA,NA,8.38,8.68,23.50,86.14,0.76,248.97,NA,0.00,NA,NA,NA
