Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT,RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
02-01-2021 05:00,55.2,91,3.6,18.44,22.03,20.41,0.16,1.4,9.74,0.07,NA,NA,NA,0.22,NA,22.65,86.58,1.91,52.61,NA,0,0.01,NA,NA
02-01-2021 06:00,56.96,90.01,3.68,24.89,28.58,22.47,0.44,1.38,8.46,0.18,NA,NA,NA,0.58,0.07,22.68,85.41,1.92,52.69,NA,0,0.01,NA,NA
02-01-2021 07:00,63.86,97.91,4.44,35.62,40.06,24.07,0.55,1.38,5.66,0,NA,NA,NA,0.44,0.24,22.79,84.1,1.94,76.88,NA,0,0.01,NA,NA
02-01-2021 08:00,73,104,4.75,44.15,48.89,25.12,0.59,1.48,6.34,0.25,NA,NA,NA,0.21,0.1,23.78,78.92,1.93,234.47,NA,0,NA,NA,NA
02-01-2021 09:00,89,114,6.41,45.54,51.93,23.91,0.15,1.47,5.11,0.12,NA,NA,NA,0.02,0.77,25.1,78.4,1.9,233.12,NA,0,0.01,NA,NA
02-01-2021 10:00,72.76,104.22,5.43,34.84,40.27,24.15,0.4,1.49,4.8,0.17,NA,NA,NA,0.09,0.25,24.56,82.73,1.88,231.96,NA,0,NA,NA,NA
02-01-2021 11:00,86.67,111.91,4.89,34.89,39.77,24.98,1.22,1.52,7.1,0.22,NA,NA,NA,NA,0.08,24.85,81.2,1.9,233.17,NA,0,NA,NA,NA
02-01-2021 12:00,86.02,120.9,4.58,29.52,34.1,23.59,2.55,1.53,6.76,0.06,NA,NA,NA,0.69,0.46,28.99,68.49,1.91,234.66,NA,0,NA,NA,NA
02-01-2021 13:00,79.16,111.11,4.81,24.93,29.74,24.47,3.59,1.52,10.27,0.17,NA,NA,NA,NA,0.32,27.06,68.99,1.95,236.78,NA,0,NA,NA,NA
02-01-2021 14:00,81.87,113.94,4.41,27.04,31.44,29.84,5.24,1.52,14.34,0.06,NA,NA,NA,0.45,NA,25.12,76.78,1.87,50.12,NA,0,0.01,NA,NA
02-01-2021 15:00,79,133,5.26,27.55,32.81,34.32,4.51,1.5,16.36,0.3,NA,NA,NA,0.18,NA,24.48,77.56,1.9,74.71,NA,0,0.01,NA,NA
02-01-2021 16:00,79,140.82,4.94,29.32,34.25,44.46,NA,1.33,15.67,0.05,NA,NA,NA,0.38,0.14,23.96,79.26,1.98,237.84,NA,0,0.01,NA,NA
02-01-2021 17:00,NA,112,4.54,28.83,33.38,36.68,0.89,1.15,6.67,0.12,NA,NA,NA,0.18,0.14,23.09,81.5,1.88,50.32,NA,0,0.01,NA,NA
02-01-2021 18:00,48,81.34,4.16,30.27,34.43,35.63,1.03,1.03,11.88,0.02,NA,NA,NA,NA,0.64,22.64,82.25,1.9,50.45,NA,0,0.01,NA,NA
02-01-2021 19:00,50,84,2.97,30.96,33.93,39.98,1.36,1.05,11.26,0,NA,NA,NA,1.35,0.63,22.47,83.3,1.88,50.32,NA,0,0.01,NA,NA
02-01-2021 20:00,49,81,2.79,28.89,31.67,37.58,1.37,1.07,12.34,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
02-01-2021 21:00,48.02,80.01,3.89,33.78,37.68,36.76,1.1,1.11,11.76,0.01,NA,NA,NA,0.08,0.04,22.89,73.57,1.95,236.48,NA,0,0.01,NA,NA
02-01-2021 22:00,62.42,95.65,4.31,32.82,37.13,34.13,1.1,1.18,11.08,0.14,NA,NA,NA,0.07,0.42,22.63,76.25,1.92,51.98,NA,0,0.01,NA,NA
02-01-2021 23:00,62,89,4,29.26,33.27,29.91,1,1.19,9.67,0.2,NA,NA,NA,0.48,0.28,22.45,77.62,1.92,52.68,NA,0,0.01,NA,NA
03-01-2021 00:00,61.02,86.03,4.58,37.46,42.04,29.84,1.14,1.23,7.09,0.29,NA,NA,NA,0.52,0.04,22.42,78.92,1.92,52.59,NA,0,0.01,NA,NA
03-01-2021 01:00,69,90,4.94,40.31,45.26,28.53,1.2,1.32,7.1,0.19,NA,NA,NA,0.06,NA,22.21,79.7,1.94,52.9,NA,0,NA,NA,NA
03-01-2021 02:00,59,82,4.31,29.27,33.58,26.25,0.89,1.31,7.2,0,NA,NA,NA,0.12,0.37,22.14,81.92,1.96,52.34,NA,0,0.01,NA,NA
03-01-2021 03:00,61,83,3.79,25.29,29.08,25.39,1.15,1.25,8.31,0,NA,NA,NA,0.2,0.02,21.98,83.56,2.3,187.13,NA,0,NA,NA,NA
03-01-2021 04:00,55,79,3.41,24.85,28.26,23.66,1.14,1.29,8.44,0,NA,NA,NA,NA,0.17,21.93,79.22,2.1,116.4,NA,0,0.01,NA,NA
03-01-2021 05:00,60,82,3.97,30.48,34.45,22.57,0.76,1.29,9.17,0.06,NA,NA,NA,NA,NA,21.82,76.69,2.13,52.06,NA,0,NA,NA,NA
03-01-2021 06:00,60,88.92,4.37,37.3,41.68,19.47,0.38,1.29,6.64,0.09,NA,NA,NA,0.08,NA,21.77,77.32,2.3,144.1,NA,0,NA,NA,NA
03-01-2021 07:00,NA,84.11,9.01,71.71,80.72,21.4,0.45,1.38,2.63,0.03,NA,NA,NA,NA,0.02,21.76,77.44,2.28,77.73,NA,0,0.01,NA,NA
03-01-2021 08:00,NA,98.83,9.1,65.56,74.64,22.62,0.6,1.49,5.22,0.22,NA,NA,NA,NA,0.17,22.78,77.22,1.92,234.18,NA,0,0.02,NA,NA
03-01-2021 09:00,NA,99.99,7.74,59.44,67.18,20.74,0.41,1.55,6.85,0.09,NA,NA,NA,0.62,0.18,23.88,73.14,1.9,233.36,NA,0,0.01,NA,NA
03-01-2021 10:00,NA,99.02,7.31,61.17,68.47,20,0.55,1.58,6.01,0,NA,NA,NA,NA,NA,25.32,68.79,1.93,234.92,NA,0,NA,NA,NA
03-01-2021 11:00,NA,103.92,4.92,36.2,41.13,18.86,1.62,1.58,8.06,0,NA,NA,NA,NA,NA,25.42,69.56,1.9,52.23,NA,0,NA,NA,NA
03-01-2021 12:00,NA,93.18,3.88,30.34,34.21,18.27,1.91,1.44,11.31,0,NA,NA,NA,0.17,NA,24.02,71.24,1.86,49.61,NA,0,NA,NA,NA
03-01-2021 13:00,NA,95.97,3.15,25.62,28.77,17.31,1.83,1.17,12.68,0,NA,NA,NA,0.15,NA,23.78,69.01,1.86,49.54,NA,0,NA,NA,NA
03-01-2021 14:00,NA,79,3.6,21.51,25.12,15.88,0.96,0.98,14.16,0,NA,NA,NA,NA,0.64,23.49,71.1,1.88,49.83,NA,0,NA,NA,NA
03-01-2021 15:00,NA,74.07,3.05,23.11,26.16,15.79,0.61,0.98,14.44,0.04,NA,NA,NA,0.4,NA,23.62,71.13,1.89,50.57,NA,0,NA,NA,NA
03-01-2021 16:00,NA,71.03,3.16,20.06,23.22,14.94,0.26,0.91,14.02,0.06,NA,NA,NA,0.05,0.36,23.24,72.93,1.88,50.37,NA,0,NA,NA,NA
03-01-2021 17:00,NA,66,2.81,17.9,20.71,14.78,0.11,0.9,13.56,0.04,NA,NA,NA,NA,NA,22.98,73.97,1.89,50.76,NA,0,NA,NA,NA
03-01-2021 18:00,NA,56,2.88,19.35,22.21,14.07,0.04,0.88,12.32,0,NA,NA,NA,0.34,NA,22.34,75.81,1.92,51.12,NA,0,0.01,NA,NA
03-01-2021 19:00,NA,54.02,2.44,24.73,27.15,14.42,0.02,0.93,13.86,0.05,NA,NA,NA,0.05,0.1,22.19,77.47,1.89,50.42,NA,0,0.02,NA,NA
03-01-2021 20:00,NA,54.99,3.32,24.16,27.49,15.17,0.1,1,13.3,0.18,NA,NA,NA,0.1,0.18,21.92,77.76,1.89,49.38,NA,0,0.01,NA,NA
03-01-2021 21:00,NA,69,3.64,33.74,37.38,16.38,0.4,1.1,11.51,0.14,NA,NA,NA,0.07,NA,21.88,69.83,1.88,50.4,NA,0,0.01,NA,NA
03-01-2021 22:00,NA,76.87,5.28,44.99,50.28,18.62,0.24,1.2,10.54,0.06,NA,NA,NA,0.32,0.18,22.34,66.88,1.92,52.82,NA,0,0.01,NA,NA
03-01-2021 23:00,NA,88.88,8.64,87.94,96.58,24.72,1.32,1.55,3.78,0,NA,NA,NA,NA,0.64,22.93,67.04,1.94,53.73,NA,0,0.02,NA,NA
04-01-2021 00:00,NA,119.66,10.33,87.04,97.37,30.7,9.22,1.94,3.14,0.03,NA,NA,NA,0.26,0.05,22.75,71.07,1.92,210.17,NA,0,0.02,NA,NA
04-01-2021 01:00,NA,98.24,7.95,69.58,77.54,28.77,14.83,2,3.38,0.06,NA,NA,NA,0.18,0.44,22.6,73.08,1.94,77.24,NA,0,0.01,NA,NA
04-01-2021 02:00,NA,89.2,9.23,71.48,80.72,29.29,14.98,2,2.9,0.02,NA,NA,NA,0.3,0.3,22.35,73.69,1.92,210.37,NA,0,0.01,NA,NA
04-01-2021 03:00,NA,90.98,9.46,60.65,70.1,29.31,15.89,2.04,5.2,0.28,NA,NA,NA,NA,NA,22.28,75.73,1.94,53.59,NA,0,0.01,NA,NA
04-01-2021 04:00,NA,84.06,6.19,32.01,38.2,25.14,15.68,1.93,9.04,0.08,NA,NA,NA,0.42,NA,22.03,76.24,1.96,52.22,NA,0,0.01,NA,NA
04-01-2021 05:00,NA,70.24,4.36,31.1,35.45,28.03,18.16,1.83,7.63,0,NA,NA,NA,0.74,0.26,21.82,75.36,2.05,141.78,NA,0,NA,NA,NA
04-01-2021 06:00,NA,80,5.21,51.04,56.26,32.79,20.17,1.81,4.41,0.03,NA,NA,NA,NA,NA,21.99,72.9,1.94,235.45,NA,0,NA,NA,NA
04-01-2021 07:00,NA,82.98,22.75,86.13,108.81,39.94,20.84,1.86,1.93,0,NA,NA,NA,0.37,0.41,22.11,71.65,1.92,234.04,NA,0,0.01,NA,NA
04-01-2021 08:00,NA,89.94,22.32,84.38,106.7,40.75,20.5,1.93,2.66,0.11,NA,NA,NA,0.1,0.21,22.36,74.13,1.91,233.68,NA,0,0.01,NA,NA
04-01-2021 09:00,NA,136.22,13.23,81.62,94.8,38.58,21.18,1.9,4.28,0.14,NA,NA,NA,0.12,1.36,23.46,71.2,1.92,185.1,NA,0,NA,NA,NA
04-01-2021 10:00,91,106,5.92,35.3,41.24,29.86,24.06,1.73,7.57,0.15,NA,NA,NA,0.41,NA,24.62,67.54,1.92,101.2,NA,0,NA,NA,NA
04-01-2021 11:00,72,89,10.27,44.64,54.91,47.44,18.13,2.26,8.84,0,NA,NA,NA,0.1,0.63,24.56,65.41,1.92,186.17,NA,0,NA,NA,NA
04-01-2021 12:00,131,175,3.79,31.22,35.01,50.94,NA,1.87,14.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-01-2021 13:00,83.93,104.59,3.78,34.58,38.36,45.49,13.12,1.61,16.43,0.04,NA,NA,NA,0.32,0.45,23.96,66.4,1.89,50.89,NA,0,NA,NA,NA
04-01-2021 14:00,83.98,101.03,3.64,30.86,34.48,37.58,11.05,1.42,17.37,0.15,NA,NA,NA,0.02,0.42,23.79,67.66,1.89,50.92,NA,0,NA,NA,NA
04-01-2021 15:00,80.08,101,3.77,35.18,38.96,32.67,8.38,1.36,17.17,0.01,NA,NA,NA,0.09,NA,24.4,67.36,1.9,51.54,NA,0,NA,NA,NA
04-01-2021 16:00,85,97,3.56,30.58,34.16,28.09,6.4,1.33,17.04,0,NA,NA,NA,0.07,NA,23.86,71.38,1.88,50.14,NA,0,NA,NA,NA
04-01-2021 17:00,73.23,88.08,2.31,28.57,30.88,27.41,6.74,1.31,17.88,0,NA,NA,NA,0.2,0.33,23.04,73.45,1.93,139,NA,0,NA,NA,NA
04-01-2021 18:00,71,98,2.97,31.11,34.09,24.52,3.33,1.28,13.4,0.24,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
04-01-2021 19:00,75,101,2.74,30.04,32.78,21.05,2.64,1.26,11.58,0,NA,NA,NA,NA,0.33,22.11,80.3,1.9,49.55,NA,0,0.01,NA,NA
04-01-2021 20:00,71,84,2.94,25.98,28.92,21.37,3.49,1.3,10.7,0,NA,NA,NA,NA,0.38,21.94,81.11,2.02,86.22,NA,0,NA,NA,NA
04-01-2021 21:00,68.07,89.92,3.86,25.11,28.97,20.56,3.33,1.32,11.6,0,NA,NA,NA,1.54,0.66,21.97,77.98,2.06,223.83,NA,0,NA,NA,NA
04-01-2021 22:00,66.04,91.98,3.39,25.59,28.97,20.28,2.69,1.3,12.24,0.08,NA,NA,NA,NA,0.17,22,75.97,1.94,70.48,NA,0,0.01,NA,NA
04-01-2021 23:00,75.81,99.93,4.14,24.88,29.02,29.56,9.74,1.37,15.48,0.06,NA,NA,NA,NA,NA,21.98,74.18,1.91,50.72,NA,0,0.01,NA,NA
05-01-2021 00:00,64.27,83,3.96,23.69,27.64,36.69,12.26,1.33,14.1,0.01,NA,NA,NA,0.84,NA,22.06,73.62,1.87,49.81,NA,0,0.01,NA,NA
05-01-2021 01:00,63.04,83,4.19,28,32.2,34.26,13.32,1.33,12.88,0.23,NA,NA,NA,0.44,NA,21.88,73.54,1.94,94.03,NA,0,0.01,NA,NA
05-01-2021 02:00,59.08,84.98,3.32,21.84,25.17,28.49,12.5,1.29,14.24,0.02,NA,NA,NA,0.14,NA,21.77,71.46,2.04,93.36,NA,0,0.01,NA,NA
05-01-2021 03:00,59.96,80.11,3.9,20.7,24.6,27.21,13,1.27,13.81,0.08,NA,NA,NA,0.48,0.32,21.62,71.81,2.22,51.14,NA,0,0.02,NA,NA
05-01-2021 04:00,58.04,70.11,3.5,23.14,26.63,27.16,13.21,1.25,12.82,0.14,NA,NA,NA,0.36,NA,21.45,72.92,2.64,96.61,NA,0,0.01,NA,NA
05-01-2021 05:00,59.96,73.97,3.59,22.99,26.57,27.75,13.04,1.29,13.06,0.01,NA,NA,NA,0.2,NA,21.39,72.59,2.73,51.94,NA,0,0.01,NA,NA
05-01-2021 06:00,56,73,4.08,23.85,27.92,26.32,11.32,1.2,14.78,0,NA,NA,NA,NA,0.06,21.48,70.01,2.62,164.34,NA,0,0.02,NA,NA
05-01-2021 07:00,55,70,3.46,32.09,35.55,25.76,17.14,1.26,12.2,0,NA,NA,NA,NA,0.72,21.88,62.75,1.89,51.05,NA,0,0.01,NA,NA
05-01-2021 08:00,57,84,4.7,44.71,49.39,26.99,19.36,1.33,10.51,0.33,NA,NA,NA,NA,NA,22.18,63.32,1.9,51.87,NA,0,0.01,NA,NA
05-01-2021 09:00,68.77,88.94,6.53,50.65,57.18,29.84,24.37,1.38,9.33,0.48,NA,NA,NA,0.14,NA,22.97,62.12,1.91,52.28,NA,0,0.01,NA,NA
05-01-2021 10:00,79.78,122.62,5.02,37.6,42.62,32.52,23.68,1.38,11.14,0.07,NA,NA,NA,NA,0.46,23.85,64.08,1.9,51.7,NA,0,NA,NA,NA
05-01-2021 11:00,73.24,106.28,5.13,36.88,42,32.91,22.9,1.36,12.21,0,NA,NA,NA,NA,0.04,24.43,65.27,1.9,52,NA,0,NA,NA,NA
05-01-2021 12:00,78,96,6.06,39.18,45.22,33.43,20.75,1.42,13.83,0.03,NA,NA,NA,0.89,0.12,25.24,66.08,1.9,77.02,NA,0,NA,NA,NA
05-01-2021 13:00,90,106,3.83,33.09,36.92,34.46,21.45,1.57,18.13,0.05,NA,NA,NA,NA,0.41,24.56,68.47,1.93,136,NA,0,NA,NA,NA
05-01-2021 14:00,89,113,3.6,33.31,36.9,30.83,12.7,1.61,20.6,0,NA,NA,NA,0.25,0.16,24.12,70.42,1.88,50.44,NA,0,NA,NA,NA
05-01-2021 15:00,96.84,129.81,3.64,30.18,33.81,30.08,10.59,1.64,20.48,0,NA,NA,NA,0.47,0.6,23.9,72.66,1.9,50.96,NA,0,NA,NA,NA
05-01-2021 16:00,91.12,122.07,3.26,31.02,34.28,30.22,8.8,1.56,19.31,0,NA,NA,NA,0.41,0.5,23.48,74.54,1.91,51.18,NA,0,NA,NA,NA
05-01-2021 17:00,86.1,113.08,3.09,30.83,33.93,28.94,6.24,1.52,20.11,0.13,NA,NA,NA,0.56,0.2,22.84,77.92,1.9,75.31,NA,0,NA,NA,NA
05-01-2021 18:00,86.98,112.01,2.94,31.65,34.58,26.8,4.46,1.47,20.49,0.16,NA,NA,NA,1.72,0.25,22.39,79.95,2.01,238.73,NA,0,NA,NA,NA
05-01-2021 19:00,85,110,3.26,28.69,31.96,25.98,4.45,1.54,20.62,0.16,NA,NA,NA,0.84,0.72,22.22,79.53,1.92,100.88,NA,0,NA,NA,NA
05-01-2021 20:00,75.44,104.14,3.44,26.94,30.38,25.31,4.82,1.5,19.8,0.18,NA,NA,NA,0.1,NA,22.14,75.84,2.01,187.77,NA,0,0.01,NA,NA
05-01-2021 21:00,71.09,104,3.87,34.94,38.83,24.96,4.58,1.47,15.31,0.12,NA,NA,NA,0.43,0.33,22.31,73.8,1.92,102.01,NA,0,0.01,NA,NA
05-01-2021 22:00,77.86,101.02,4.98,49.74,54.72,24.95,4.29,1.55,11.64,0.1,NA,NA,NA,0.28,1.63,22.19,74.07,1.94,235.68,NA,0,NA,NA,NA
05-01-2021 23:00,88.78,102.98,5.31,44.49,49.81,24.84,4.44,1.67,9.87,0.11,NA,NA,NA,0.8,0.26,22.15,76.28,1.92,52.31,NA,0,0.01,NA,NA
06-01-2021 00:00,93.78,104.96,6.39,55.74,62.13,26.03,4.38,1.79,7.44,0,NA,NA,NA,NA,0.07,22.23,76.97,1.94,53.33,NA,0,0.01,NA,NA
06-01-2021 01:00,104,131,5.76,36.82,42.58,23.9,5.2,1.9,9.73,0.16,NA,NA,NA,NA,0.52,21.94,78.32,2.03,102.32,NA,0,NA,NA,NA
06-01-2021 02:00,91.5,127.09,5.6,33.38,38.98,22.79,4.67,1.88,9.9,0.02,NA,NA,NA,0.51,NA,21.71,78.92,2.38,184.73,NA,0,0.01,NA,NA
06-01-2021 03:00,83.31,100.45,5.3,29.66,34.96,22.36,4.78,1.81,10.18,0,NA,NA,NA,0.35,1.1,21.62,76.8,2.37,160.16,NA,0,NA,NA,NA
06-01-2021 04:00,78,95,4.2,27.73,31.94,20.36,6.58,1.71,10.58,0,NA,NA,NA,NA,NA,21.29,70.38,2.69,113.02,NA,0,NA,NA,NA
06-01-2021 05:00,65.29,93,4.44,27.88,32.31,19.74,9.88,1.62,9.24,0,NA,NA,NA,0.64,0.07,NA,NA,NA,NA,NA,0,NA,NA,NA
06-01-2021 06:00,66.96,97.94,4.34,32.72,37.06,19.76,9.29,1.61,7.79,0.06,NA,NA,NA,0.51,0.41,20.5,69.8,3.18,243.05,NA,0,NA,NA,NA
06-01-2021 07:00,72.76,93.11,5.74,43.58,49.32,21.2,8.78,1.64,5.93,0.02,NA,NA,NA,0.08,0.22,20.47,71.72,3.31,221.04,NA,0,NA,NA,NA
06-01-2021 08:00,78,96,7.94,51.23,59.16,23.03,10.33,1.71,5.24,0.14,NA,NA,NA,0.02,NA,21.52,69.84,1.94,210.96,NA,0,NA,NA,NA
06-01-2021 09:00,83.76,112.72,7.72,48.06,55.76,22.75,11.2,1.74,5.46,0.02,NA,NA,NA,0.02,NA,22.49,67.54,1.9,52.36,NA,0,NA,NA,NA
06-01-2021 10:00,80.08,104.08,7.4,40.39,47.78,22.5,13.3,1.75,7.64,0.03,NA,NA,NA,0.09,NA,23.08,66.21,1.88,51.42,NA,0,NA,NA,NA
06-01-2021 11:00,87,137,6.2,44.88,51.07,25.46,15.82,1.81,11.52,0,NA,NA,NA,NA,0.1,23.87,66.84,1.87,51.13,NA,0,NA,NA,NA
06-01-2021 12:00,88.96,127.08,5.27,39.63,44.9,25.1,16.53,1.8,13.97,0.08,NA,NA,NA,NA,NA,24.29,65.69,1.88,51.31,NA,0,NA,NA,NA
06-01-2021 13:00,83.12,126.01,3.9,35.86,39.76,25.19,15.64,1.69,17.45,0.08,NA,NA,NA,0.18,0.02,24.31,64.85,1.87,50.4,NA,0,NA,NA,NA
06-01-2021 14:00,72.22,114.13,3.88,32.4,36.28,24.79,14.76,1.51,19,0.11,NA,NA,NA,0.13,0.57,23.92,68.72,1.86,49.07,NA,0,NA,NA,NA
06-01-2021 15:00,75,121,5.02,38.44,43.45,29.46,20.99,1.46,18.4,0.05,NA,NA,NA,NA,1.7,23.98,71.15,1.88,49.81,NA,0,NA,NA,NA
06-01-2021 16:00,77.88,117.06,3.37,36.84,40.2,30.48,19.94,1.51,17.66,0.23,NA,NA,NA,0.03,0.02,23.38,75.89,1.9,50.91,NA,0,0.01,NA,NA
06-01-2021 17:00,72.47,117.97,3.08,38.03,41.12,29.54,18.04,1.49,17.02,0.12,NA,NA,NA,0.39,0.34,23.01,77.14,1.87,49.38,NA,0,NA,NA,NA
06-01-2021 18:00,82.51,121.92,3.54,38.7,42.25,26.98,14,1.47,17.69,0.24,NA,NA,NA,0.17,NA,22.52,79.36,1.98,212.68,NA,0,NA,NA,NA
06-01-2021 19:00,69.27,118.04,3.52,38.34,41.86,25.83,12.06,1.46,17.22,0.02,NA,NA,NA,0.5,NA,22.4,79.84,1.9,50.94,NA,0,NA,NA,NA
06-01-2021 20:00,68.04,104.31,2.68,33.86,36.52,26.2,10.59,1.36,15.79,0.04,NA,NA,NA,0.27,NA,22.18,80.52,1.96,152.84,NA,0,NA,NA,NA
