Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT,RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
02-01-2020 05:00,135.68,177.5,4.87,45.02,49.9,9.91,8.75,0.77,68.1,4.49,NA,NA,NA,2.36,16.1,20.45,73.48,46.11,230.93,NA,0,NA,NA,NA
02-01-2020 06:00,138.66,173.08,5.42,63.07,68.51,9.7,8.81,0.78,54.5,4.12,NA,NA,NA,4.88,21.81,20.4,75.24,45.05,225.88,NA,0,NA,NA,NA
02-01-2020 07:00,138.38,186,4.73,43.96,48.7,10.94,11.34,0.87,80.4,2.1,NA,NA,NA,14.49,15.46,20.42,78.08,35.72,218.54,NA,0,8.19,NA,NA
02-01-2020 08:00,145.51,197.67,14.02,70.55,84.58,9.29,21.32,0.84,52.62,0.58,NA,NA,NA,2.66,22.24,21.62,73.92,25.36,230.91,NA,0,107.78,NA,NA
02-01-2020 09:00,146.82,202.92,13.69,48.84,62.53,13.23,27.79,0.82,94.8,3.56,NA,NA,NA,1.53,6.67,22.23,71.97,24.53,228.42,NA,0,282.22,NA,NA
02-01-2020 10:00,139.97,180.64,6.43,39.67,46.1,9.66,24.85,0.85,112.88,5.54,NA,NA,NA,1.96,16.12,22.25,72.94,24.28,227.87,NA,0,416.84,NA,NA
02-01-2020 11:00,133.82,186.58,4.96,34.36,39.32,9.28,27.8,0.84,148.93,7.6,NA,NA,NA,NA,12.44,23.26,68.35,24.58,228.53,NA,0,482.86,NA,NA
02-01-2020 12:00,123.83,173.5,6.18,23.11,29.29,9.24,24.33,0.7,132.21,6.3,NA,NA,NA,4.75,6.61,25.58,61.45,25.58,141.14,NA,0,543.95,NA,NA
02-01-2020 13:00,100.8,194.42,3.49,15.89,19.38,10.22,10.55,0.64,158.69,2.6,NA,NA,NA,0.52,4.85,25.4,64.84,25.52,49.96,NA,0,331.27,NA,NA
02-01-2020 14:00,88.3,121.76,3.12,12.02,15.14,10.1,10.12,0.59,134.77,3.21,NA,NA,NA,3.22,15.37,24.9,68.84,25.61,50,NA,0,359.7,NA,NA
02-01-2020 15:00,77.8,117.67,3.28,11.88,15.14,8.99,6.26,0.52,118.74,2.56,NA,NA,NA,NA,3.12,24.47,69.97,25.49,49.92,NA,0,54.6,NA,NA
02-01-2020 16:00,64.46,101.87,3.06,16.64,19.71,8.44,5.84,0.45,119.9,0.33,NA,NA,NA,NA,0.9,24.46,68.78,25.64,51.15,NA,0,39.56,NA,NA
02-01-2020 17:00,53.36,89.58,2.82,19.5,22.32,8.65,3.81,0.46,118.15,2.26,NA,NA,NA,3.12,1.81,24.01,68.97,25.8,162.2,NA,0,5.38,NA,NA
02-01-2020 18:00,61.86,98.66,2.89,24.25,27.13,8.91,2.68,0.61,105.53,1.36,NA,NA,NA,0.65,1.78,23.34,74.01,25.76,120.77,NA,0,NA,NA,NA
02-01-2020 19:00,74.73,130.37,3.4,29.81,33.21,9.21,1.33,0.83,96.56,0.8,NA,NA,NA,NA,5.66,22.95,77.49,25.6,49.38,NA,0,NA,NA,NA
02-01-2020 20:00,95.2,148.67,4.47,46.27,50.76,8.84,5.14,0.92,79.56,0,NA,NA,NA,4.88,3.3,22.69,78.82,25.44,49.63,NA,0,NA,NA,NA
02-01-2020 21:00,105.66,161.75,4.31,37.72,42.03,10.53,5.33,0.82,80.09,0.41,NA,NA,NA,4.73,1.33,22.5,77.68,25.5,49.43,NA,0,NA,NA,NA
02-01-2020 22:00,106.89,161.25,10.13,68.81,78.96,7.87,5.54,0.67,24.66,0.82,NA,NA,NA,NA,5.56,22.37,74.62,25.94,51.89,NA,0,NA,NA,NA
02-01-2020 23:00,123.88,187.17,17.12,89.81,106.93,9.19,5.92,0.66,13.98,3.14,NA,NA,NA,0.94,4.2,21.93,75.36,25.72,161.75,NA,0,NA,NA,NA
03-01-2020 00:00,137.66,198.83,9.47,74.84,84.32,9.61,7.24,0.55,28.66,3.16,NA,NA,NA,1.57,10,21.51,75.83,26.04,232.57,NA,0,NA,NA,NA
03-01-2020 01:00,128.38,186,5.44,51.72,57.18,9.66,14.38,0.8,43.49,1.36,NA,NA,NA,NA,23.85,21.3,71.47,25.81,141.43,NA,0,NA,NA,NA
03-01-2020 02:00,92.02,135.08,6.18,49.26,55.44,10.84,14.28,0.72,39.81,5.13,NA,NA,NA,3.89,10.73,21.07,72.66,28.56,51.24,NA,0,NA,NA,NA
03-01-2020 03:00,95.82,135,4.59,49.76,54.36,10.95,16.2,0.78,42.92,6.46,NA,NA,NA,5.39,11.88,21.13,70.28,27.67,161.94,NA,0,NA,NA,NA
03-01-2020 04:00,90.85,125.08,5.62,66.4,72.03,10.54,14.27,0.77,28.25,1.56,NA,NA,NA,1.17,17.3,20.7,69.21,34.06,121.13,NA,0,NA,NA,NA
03-01-2020 05:00,98.1,138.83,11.01,83.03,94.04,9.85,11.36,0.64,18.67,3.94,NA,NA,NA,0.85,11.94,20.32,72.12,45.96,53.78,NA,0,NA,NA,NA
03-01-2020 06:00,109.27,155.67,14.87,74.31,89.18,9.7,10.06,0.73,15.49,3.8,NA,NA,NA,3.94,4.58,20.4,69.54,42.28,70.38,NA,0,NA,NA,NA
03-01-2020 07:00,89.3,138.58,11.07,72.65,83.72,9.23,14.37,0.82,29.64,2.89,NA,NA,NA,0.57,3.24,20.96,64.76,27.96,101.64,NA,0,9.22,NA,NA
03-01-2020 08:00,83.54,137.83,20.33,82.07,102.39,7.54,24.96,0.58,31.19,5.57,NA,NA,NA,4.73,37.05,22.24,60.45,25.57,49.83,NA,0,123.23,NA,NA
03-01-2020 09:00,95.83,180.67,12.75,64.34,77.07,8.24,19.47,0.63,55.24,3.05,NA,NA,NA,4.49,6.43,24.07,56.88,25.67,51.36,NA,0,268.26,NA,NA
03-01-2020 10:00,93.3,184.75,7.58,45.39,52.95,7.88,13.85,0.6,78.72,6.32,NA,NA,NA,2.14,5.76,24.91,57.34,25.42,50.43,NA,0,384.45,NA,NA
03-01-2020 11:00,86.96,149.09,5.3,30.87,36.16,9.14,10.42,0.76,104.94,1.98,NA,NA,NA,0.69,0.78,24.42,63.63,25.3,49.99,NA,0,478.67,NA,NA
03-01-2020 12:00,99.83,151.42,3.98,23.42,27.39,8.46,9.07,0.78,121.75,0.33,NA,NA,NA,0.4,NA,24.64,64.14,18.7,50.07,NA,0,532.02,NA,NA
03-01-2020 13:00,112.3,164.75,3.08,14.19,17.27,8.09,6.24,0.74,125.03,1.45,NA,NA,NA,1.72,1.57,24.51,63.71,1.94,163.18,NA,0,416.19,NA,NA
03-01-2020 14:00,100.61,136.14,2.2,10.86,13.06,7.83,6.24,0.76,128.12,0,NA,NA,NA,NA,NA,23.98,61.89,1.96,235.64,NA,0,358.98,NA,NA
03-01-2020 15:00,82.98,115.58,2.28,11.51,13.78,7.14,5.08,0.69,132.49,0.73,NA,NA,NA,NA,0.02,23.59,62.05,1.93,121.43,NA,0,88.68,NA,NA
03-01-2020 16:00,78.51,113.33,2.94,12.51,15.45,8,2.2,0.57,128.51,1.26,NA,NA,NA,NA,NA,23.16,66.28,1.9,49.55,NA,0,25.57,NA,NA
03-01-2020 17:00,79.81,140.33,3.32,18.18,21.5,8.11,5.74,0.46,130.04,0.64,NA,NA,NA,0.92,2.23,22.92,65.44,1.86,47.66,NA,0,4.66,NA,NA
03-01-2020 18:00,72.64,153.58,2.4,22.69,25.09,10.42,12.2,0.59,133.22,0.85,NA,NA,NA,NA,1.78,22.62,68.34,1.86,47.75,NA,0,NA,NA,NA
03-01-2020 19:00,68.2,137.08,2.06,23.99,26.05,11.84,7.14,0.69,140.94,1.17,NA,NA,NA,NA,0.58,22.45,71.68,1.86,47.56,NA,0,NA,NA,NA
03-01-2020 20:00,80.69,127.08,2.14,28.18,30.32,10.16,5.72,0.73,129.79,1.25,NA,NA,NA,2.9,4.99,22.3,68.98,1.88,48.36,NA,0,NA,NA,NA
03-01-2020 21:00,91.21,130.92,2.93,36.06,39.01,9.06,1,0.7,122.31,0.86,NA,NA,NA,1.02,1.54,21.88,72.12,1.94,163.18,NA,0,NA,NA,NA
03-01-2020 22:00,102.17,161.92,2.98,39.66,42.64,8.98,NA,0.72,105.56,2.37,NA,NA,NA,0.75,NA,21.78,69.66,1.94,121.69,NA,0,NA,NA,NA
03-01-2020 23:00,104.18,152.5,6,82.78,88.77,6.46,NA,0.8,47,0.8,NA,NA,NA,1.8,2.66,21.67,66.16,1.92,50.45,NA,0,NA,NA,NA
04-01-2020 00:00,110,181,16.11,94.16,110.28,6.96,0.02,0.76,16.15,6.98,NA,NA,NA,0.56,5.49,20.9,69.07,2.05,62.86,NA,0,NA,NA,NA
04-01-2020 01:00,109.83,180,19.5,68.47,87.94,8.14,NA,0.8,58.39,6.77,NA,NA,NA,0.96,0.39,20.52,73.5,3.22,53.44,NA,0,NA,NA,NA
04-01-2020 02:00,106.97,166.74,3.43,31.62,35.06,8.02,NA,0.86,79.06,1.83,NA,NA,NA,4.01,3.79,20.36,72.23,3.4,109.85,NA,0,NA,NA,NA
04-01-2020 03:00,96.66,141,3.38,25.78,29.15,8.23,1.58,0.8,74.02,1.67,NA,NA,NA,1.86,7.39,19.95,71.55,1.43,194.81,NA,0,NA,NA,NA
04-01-2020 04:00,94.15,133.83,3,28.24,31.24,8.44,2.33,0.78,68.44,0.56,NA,NA,NA,NA,1.91,19.66,72.27,3.65,233.26,NA,0,NA,NA,NA
04-01-2020 05:00,89.66,131.67,2.26,26.19,28.45,8.17,1.07,0.69,67.95,3.47,NA,NA,NA,2.13,1.33,19.38,70.65,3.64,232.96,NA,0,NA,NA,NA
04-01-2020 06:00,88.86,128.58,2.94,38.7,41.64,6.98,0.1,0.79,49.28,0.48,NA,NA,NA,1.76,NA,19.36,67.85,1.84,243.94,NA,0,NA,NA,NA
04-01-2020 07:00,92.49,136.67,7.83,60.22,68.07,5.64,NA,0.78,34.03,1,NA,NA,NA,0.73,2.44,19.35,67.59,3.01,173.96,NA,0,8.83,NA,NA
04-01-2020 08:00,91.52,163.1,10.81,58.36,69.16,6.6,1.67,0.73,41.56,1.06,NA,NA,NA,3.36,12.59,21.05,59.89,1.99,234.06,NA,0,108.78,NA,NA
04-01-2020 09:00,99.34,257.87,11.18,52.82,64.03,6.48,2.66,0.88,58.08,3.14,NA,NA,NA,NA,12.28,22.18,52.76,1.92,121.43,NA,0,269.82,NA,NA
04-01-2020 10:00,99.3,337.92,14.43,61.86,76.29,7.07,5.52,0.74,70.08,3.21,NA,NA,NA,2.4,11.07,22.78,55.87,1.99,163.87,NA,0,401.14,NA,NA
04-01-2020 11:00,87.61,179.17,3.83,20.02,23.86,7.99,0.58,0.62,107.01,2.79,NA,NA,NA,1.3,3.37,22.97,56.38,2,234.22,NA,0,515.95,NA,NA
04-01-2020 12:00,71,135.08,2.98,14.34,17.3,7.57,0.09,0.56,112.32,0,NA,NA,NA,NA,0.01,23.34,54.87,1.94,121.24,NA,0,549.58,NA,NA
04-01-2020 13:00,70.83,113.17,2.49,10.36,12.86,7.89,2.75,0.47,127.68,0.31,NA,NA,NA,5.1,1.7,23.2,56.02,1.88,49.48,NA,0,413.52,NA,NA
04-01-2020 14:00,67.93,103.17,1.99,10.93,12.92,6.9,2.19,0.42,119.87,2.33,NA,NA,NA,NA,1.12,23.24,53.97,1.91,50.01,NA,0,372.99,NA,NA
04-01-2020 15:00,59.2,94.33,2.24,11.31,13.54,7.48,2.64,0.51,129.68,0.11,NA,NA,NA,NA,NA,22.97,56.36,1.9,50.05,NA,0,66.5,NA,NA
04-01-2020 16:00,64.83,97.74,2.17,13.08,15.26,9.15,7.83,0.58,124.29,0,NA,NA,NA,NA,0.85,22.69,59.28,1.9,49.69,NA,0,31.15,NA,NA
04-01-2020 17:00,62.8,95.17,1.6,18.38,19.97,8.62,2.26,0.54,121.71,1.88,NA,NA,NA,1.81,4.68,22.42,60.83,1.91,50.02,NA,0,5.86,NA,NA
04-01-2020 18:00,58.36,98.12,1.94,17.49,19.44,7.78,NA,0.62,120.3,0.66,NA,NA,NA,NA,0.24,21.94,66.53,1.91,102.5,NA,0,NA,NA,NA
04-01-2020 19:00,64.83,110.08,2.01,21.07,23.07,6.91,NA,0.65,122.52,0.92,NA,NA,NA,3.26,3.8,21.74,68.7,1.96,220.69,NA,0,NA,NA,NA
04-01-2020 20:00,66.03,110.92,1.9,18.84,20.74,6.47,NA,0.7,135.96,0.35,NA,NA,NA,2.02,NA,21.76,69.12,1.94,142.3,NA,0,NA,NA,NA
04-01-2020 21:00,78.88,112.08,3.14,27.18,30.31,8.15,3.79,0.6,116.8,0.46,NA,NA,NA,0.56,NA,21.48,68.6,1.9,49.35,NA,0,NA,NA,NA
04-01-2020 22:00,96.73,139,6.12,71.55,77.68,8.7,8.74,0.71,47.78,0,NA,NA,NA,NA,5.24,21.33,64.94,1.93,50.89,NA,0,NA,NA,NA
04-01-2020 23:00,118.39,185.74,60.66,105.84,166.48,7.57,11.02,0.91,6.3,2.12,NA,NA,NA,3.88,NA,21.06,66.66,1.94,51.76,NA,0,NA,NA,NA
05-01-2020 00:00,136.38,219.25,73.01,104.92,177.94,9.06,11.02,0.96,7.27,4.01,NA,NA,NA,1.83,9.59,20.9,68.5,1.98,51.54,NA,0,NA,NA,NA
05-01-2020 01:00,143.17,242.58,48.08,123.34,171.42,8.78,3.96,0.77,5.78,0.04,NA,NA,NA,1.98,18.2,20.86,70.64,2.03,184.48,NA,0,NA,NA,NA
05-01-2020 02:00,140.78,222.92,16.53,79.56,96.08,10.24,0.96,0.64,27.21,5.92,NA,NA,NA,0.74,14.02,20.79,73.8,2.33,121.46,NA,0,NA,NA,NA
05-01-2020 03:00,126.9,179.5,5.77,50.8,56.56,8.52,0.44,0.69,54.97,6.76,NA,NA,NA,3.48,13.06,20.46,78.33,3.45,160,NA,0,NA,NA,NA
05-01-2020 04:00,139.27,199.33,8.62,63.76,72.39,7.54,0.08,0.67,21.24,4.31,NA,NA,NA,0.9,10.73,19.93,82.77,3.66,120.68,NA,0,NA,NA,NA
05-01-2020 05:00,154.48,233.75,12.65,63.22,75.86,9.29,8.41,0.64,22.48,4,NA,NA,NA,2.79,8.89,19.74,82.23,3.18,70.63,NA,0,NA,NA,NA
05-01-2020 06:00,146.9,206.08,14.2,71.47,85.68,11.19,13.67,0.86,15.29,5.12,NA,NA,NA,NA,1.65,19.8,79.89,1.42,124.37,NA,0,NA,NA,NA
05-01-2020 07:00,119.93,171.67,10.07,53.37,63.44,11.34,15.53,0.73,26.68,3.98,NA,NA,NA,0.47,1.6,19.86,75.52,2.83,133.54,NA,0,0.83,NA,NA
05-01-2020 08:00,108.1,145.44,9.09,39.97,49.06,11.57,18.1,0.64,35.52,1.15,NA,NA,NA,0.02,3.8,20.81,69.72,2.06,80.46,NA,0,134.01,NA,NA
05-01-2020 09:00,97.97,139.42,9.68,35.81,45.48,11.26,15.54,0.77,49.4,5.28,NA,NA,NA,2.69,4.7,21.67,65.11,1.93,163.05,NA,0,296.91,NA,NA
05-01-2020 10:00,91.62,145.33,8.99,33.12,42.12,9.64,10.62,0.86,67.23,1.04,NA,NA,NA,3.62,5.18,22.66,63.97,1.88,231.18,NA,0,447.23,NA,NA
05-01-2020 11:00,85.34,160,12.3,47.4,59.71,8.86,9.61,0.82,73.57,2.18,NA,NA,NA,1.04,4.32,23.6,60.46,1.91,231.7,NA,0,529.94,NA,NA
05-01-2020 12:00,85.64,160.08,5.73,32.07,37.79,9,4.02,0.77,120.43,0.02,NA,NA,NA,2.54,0.22,25.28,56.12,1.9,231.36,NA,0,580.93,NA,NA
05-01-2020 13:00,76.59,156.5,4.29,23.38,27.66,9.91,7.11,0.61,122.66,2.58,NA,NA,NA,0.78,0.99,26.19,52.53,1.84,228.74,NA,0,390.38,NA,NA
05-01-2020 14:00,63.97,106.05,6.44,37.25,43.68,10.5,11.82,0.56,92.07,1.18,NA,NA,NA,0.82,6.66,26.95,47.86,1.86,229.74,NA,0,402.3,NA,NA
05-01-2020 15:00,58.32,98.5,4.41,26.92,31.32,12.78,8.73,0.59,125.48,0,NA,NA,NA,2.06,4.15,27.43,51.14,1.91,231.75,NA,0,62.22,NA,NA
05-01-2020 16:00,57.88,126.17,2.68,19.17,21.85,15.41,10.31,0.67,165.79,3.18,NA,NA,NA,NA,5.01,25.48,65.01,1.93,120.54,NA,0,32.86,NA,NA
05-01-2020 17:00,69.63,125.67,2.34,15.82,18.16,13.15,4.9,0.6,134.5,0.8,NA,NA,NA,6.1,2.46,24.8,69.41,1.92,50.18,NA,0,2.27,NA,NA
05-01-2020 18:00,58.17,99.66,3.18,17.71,20.88,10.3,NA,0.54,102.46,0.52,NA,NA,NA,NA,0.8,23.84,73.36,1.91,49.4,NA,0,NA,NA,NA
05-01-2020 19:00,59.17,96.5,2.79,16.48,19.26,9.22,NA,0.6,104.48,0.45,NA,NA,NA,0.9,4.72,23.32,76.95,1.94,141.55,NA,0,NA,NA,NA
05-01-2020 20:00,61.03,102,2.88,21.66,24.54,7.71,NA,0.58,97.44,0.67,NA,NA,NA,NA,0.9,23.31,70.73,1.93,120.74,NA,0,NA,NA,NA
05-01-2020 21:00,66.69,103.92,4.87,40.38,45.25,8.31,3.37,0.79,55.03,0,NA,NA,NA,NA,5.11,23.28,70.72,1.9,49.22,NA,0,NA,NA,NA
05-01-2020 22:00,74.58,130.17,32.22,80.48,112.72,10.52,13.14,0.96,10.76,0,NA,NA,NA,5.42,2.8,23.88,61.84,1.92,50.4,NA,0,NA,NA,NA
05-01-2020 23:00,97.83,187.56,77.34,75.9,153.24,8.69,22.46,0.86,6.16,0.87,NA,NA,NA,NA,NA,23.67,63.9,1.92,183.96,NA,0,NA,NA,NA
06-01-2020 00:00,103.55,193.83,79.24,71.62,150.82,10.2,21.35,0.84,5.79,4.61,NA,NA,NA,2.92,3.66,23.41,66.34,1.92,230.95,NA,0,NA,NA,NA
06-01-2020 01:00,106.26,186.58,12.83,66.89,79.72,12.79,15.41,0.72,15.91,7.55,NA,NA,NA,0.45,10.49,23.29,67.69,1.94,121.1,NA,0,NA,NA,NA
06-01-2020 02:00,83,127.6,6.25,61.46,67.71,10.47,7.17,0.83,14.17,4.31,NA,NA,NA,1.22,12.38,22.96,69.84,1.92,163.04,NA,0,NA,NA,NA
06-01-2020 03:00,80.59,132,5.72,47.06,52.78,9.22,4.43,0.57,22.52,7.19,NA,NA,NA,2.82,8.61,22.79,71.26,1.91,231.13,NA,0,NA,NA,NA
06-01-2020 04:00,70.03,109.57,5.54,44.88,50.43,7.37,1.78,0.7,21.79,1.62,NA,NA,NA,3.75,7.59,22.52,71.85,1.92,231.8,NA,0,NA,NA,NA
06-01-2020 05:00,73.45,104.22,7.28,48.02,55.31,7.66,8.48,0.83,23.48,2.45,NA,NA,NA,NA,3.4,22.54,68.93,1.93,120.83,NA,0,NA,NA,NA
06-01-2020 06:00,66,95.75,6.9,45.8,52.7,10.26,15.6,0.71,25.41,0.79,NA,NA,NA,NA,NA,22.38,70.81,1.93,163.02,NA,0,NA,NA,NA
06-01-2020 07:00,66,93.34,6.87,50.89,57.76,11,17.7,0.55,30.05,1.06,NA,NA,NA,2.09,2.46,22.69,69.84,2.02,122.71,NA,0,12.96,NA,NA
06-01-2020 08:00,64.31,98.5,7.86,35.6,43.46,11.64,22.52,0.74,48.92,3.19,NA,NA,NA,0.82,6.42,23.43,64.07,1.88,159.26,NA,0,115.41,NA,NA
06-01-2020 09:00,56,115,9.21,30.36,39.56,12.5,23.03,0.47,52.19,0,NA,NA,NA,9.33,7,23.99,62.68,1.44,217.13,NA,0,277.76,NA,NA
06-01-2020 10:00,NA,NA,10.95,33.98,44.94,10.28,10.94,0.6,57.92,1.18,NA,NA,NA,0.02,0.9,25.16,59.6,1.9,140.49,NA,0,422.58,NA,NA
06-01-2020 11:00,60,111,9.6,33.72,43.32,9.24,7.64,NA,73.52,0.43,NA,NA,NA,2.04,1.01,26.04,58,1.89,160.73,NA,0,527.18,NA,NA
06-01-2020 12:00,58.64,108.83,6.59,25.69,32.29,12.72,13.72,NA,95.65,3.09,NA,NA,NA,NA,3.84,26.46,61.08,1.82,227.22,NA,0,563.58,NA,NA
06-01-2020 13:00,52,85,5.8,33.28,39.07,11.67,8.29,NA,101.94,0,NA,NA,NA,1.3,0.83,27.43,54.64,1.85,228.65,NA,0,342.98,NA,NA
06-01-2020 14:00,63.2,83.33,3.69,20.04,23.74,12.22,5.62,0.65,106.18,0.45,NA,NA,NA,NA,1.12,29.38,55.85,1.92,232.2,NA,0,262.52,NA,NA
06-01-2020 15:00,75.72,111.15,3.04,17.94,20.97,9.41,NA,0.64,109.58,2.06,NA,NA,NA,NA,0.77,28.1,60.58,1.94,121.31,NA,0,60.5,NA,NA
06-01-2020 16:00,82.98,134,3.58,20.49,24.06,8.65,3.96,0.5,52.66,3.78,NA,NA,NA,3.62,2.05,26.83,65.5,1.94,51.43,NA,0,39.17,NA,NA
06-01-2020 17:00,72.58,142.49,3.18,10.81,13.99,14.64,14.63,0.52,122.87,0,NA,NA,NA,NA,0.64,25.44,72.1,1.92,50,NA,0,3.98,NA,NA
06-01-2020 18:00,50.96,91.67,2.04,13.93,15.99,13.49,10.49,0.59,138.26,0,NA,NA,NA,NA,1,24.82,76.59,1.91,49.44,NA,0,NA,NA,NA
